platform,stock_code,post_id,title,content,author,author_id,publish_time,read_count,comment_count,forward_count,bullish_bearish,has_pic,has_video,url,crawl_time
futu_news,000001,71686676,专属APP退场+发卡放缓 银行信用卡重构增长逻辑,专属APP退场+发卡放缓 银行信用卡重构增长逻辑6月30日，中国银行信用卡APP“缤纷生活”将全面停止服务，相关功能迁移至“中国银行”APP。过去几年间，在优化成本的考量下，中小银行纷纷放弃开发信用卡独立APP，将其功能合并至手机银行APP中，国有大行、股份行、中小银行亦陆续关停线下异地分中心。线上整合、线下关停，国内信用卡行业正告别粗放扩张周期，迎来经营模式重构。信用卡发卡量持续缩表早在去年9月，中国银行便发布公告表示，“缤纷生活”APP停止新增注册。而将专属APP迁移至主APP，背后是信用卡业务规模见顶后，该行对信用卡业务经营成本的优化。中国银行是国内信用卡行业的起点：1985年3月，该行珠海分行发行了境内首张人民币信用卡“中银卡”，开启了国内信用消费时代。自2000年起，随着电子支付普及，各家银行掀起“跑马圈地”式发卡竞赛，市场规模一路走高。经过20余年高速发展，信用卡的增势出现拐点。从2022年第四季度至今，信用卡发卡量已连续缩表了14个季度。央行《2026年第一季度支付体系运行总体情况》显示，截至一季度末，信用卡和借贷合一卡为6.87亿张，相较2022年三季度末顶峰时期的8.07亿张，下降了1.2亿张。对于信用卡增量开拓的难度，一线人员的感触较深。“现在信用卡比较难做，因为当前客户普遍思维是存钱，而不是透支消费。所以我们推广卡的主打方向是‘办卡领礼品’，客户是冲着礼品、活动优惠来办卡的，不是真的要用这张卡去消费或者去透支。”一位国有大行上海分行信用卡业务人士告诉记者。“在新开卡的客户中，最终能有30%的客户去使用这张卡，已经属于不错的数据了”。据上述人士透露，更多的情况是新客户在开卡后，并未积极使用，信用卡一直沉寂。信用卡业务产品端做减法信用卡行业研究专家董峥认为，信用卡发卡量触顶回落是市场饱和后的必然结果。一方面，当前实体线下刷卡场景已经很少，各大银行持续缩减信用卡权益，产品吸引力不断下滑；另一方面，国内消费者的支付习惯发生巨大变化，移动支付二维码成为国民主流支付方式，消费者的支付、信贷的选项已然多元化。特别是信用卡权益的减少，流失了不少年轻客群。对此，一位信用卡资深用户告诉记者：“当前市场的格局是：高端卡有权益的，可望不可及；低端卡权益较少，爱用不用。”“信用卡被绑在了移动支付后端，成为了‘二级’产品，虽然这种情况也是在用信用卡，但是对于消费者而言，信用卡的存在感下降了。”董峥表示。在此情况下，如何降低信用卡的经营成本被纳入各家银行的动作，除了关闭专属APP外，还包括关停线下经营中心、停发联名信用卡等情况。可以观察到，2025年以来，包括交通银行、广发银行、民生银行等在内的商业银行陆续关闭异地信用卡分中心，将信用卡业务从垂直管理转为属地经营，压缩管理成本、提升经营效率。此外，停发相关联名信用卡是商业银行调整信用卡业务较为密集的动作。去年以来，邮储银行、交通银行、招商银行、浦发银行等纷纷宣布停发相关联名信用卡，例如邮储银行停发华润通联名卡，中信银行宣布停发QQ音乐联名卡，其中浦发银行更是宣布停止近20款信用卡发行。招商银行在此动作较早，在2023年、2025年分别宣布停发了十余款信用卡产品。2024年以来，农业银行、平安银行、浦发银行、中信银行以及部分城商行等也分别宣布停发相关主题卡及联名卡。从粗放式发卡到精细化管理前期粗放式增长带来的业绩，在经济放缓的节奏下开始“褪色”。自去年以来，信用卡贷款余额开始大面积缩表，银行信用卡业务增长乏力。根据Wind统计数据，A股有33家上市银行披露了2025年年末的信用卡贷款余额，有超八成的机构相比上一年末出现缩表。其中，建设银行是信用卡贷款余额最高的银行，也是唯一一家站上万亿元的银行。截至2025年年末，该行信用卡贷款1.01万亿元，较上年减少567.83亿元，降幅5.33% 。与此同时，信用卡不良大面积出现，对业绩产生拖累。例如，招商银行年报显示，该行2025年逾期贷款中，信用贷款占比50.33%，其中主要为信用卡逾期贷款。此外，对信用卡经营质量的监管态势升级。从罚单事由看，信用卡业务管理不审慎、信用卡风险资产分类不准确、信用卡管理不到位等相关罚单开始增多。由于粗放发卡模式难以为继，因此，存量精耕、多元价值挖掘成为信用卡业务破局核心路径，行业经营重心从“发卡增量”全面转向“客户综合收益”。“信用卡要顺应消费者的刚性消费需求和习惯。”董峥认为，所谓信用卡价值导向，核心思路是做产品，要考虑客群习惯，而不是要改变它。记者 张艳芬来源：证券时报编辑：熊思怡,证券时报,,2026-07-06 02:37:40,,,,,,,https://news.futunn.com/post/75557096?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71686676&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,000001,71667017,股市必读：平安银行（000001）7月3日董秘有最新回复,截至2026年7月3日收盘，平安银行(000001)报收于10.29元，上涨0.1%，换手率0.44%，成交量86.33万手，成交额8.89亿元。董秘最新回复投资者： 你好，请问2026年一季度营收、净利润增速为何偏弱？董秘： 您好。2026年一季度，本行业务经营保持稳健，营收利润“双增”，实现营业收入352.77亿元，同比增长4.7%，实现净利润145.23亿元，同比增长3.0%。本行营业收入增速和净利润增速分别在全国性股份制商业银行中排名第三、第二。感谢您的关注。投资者： 公司上半年整体业绩表现如何？董秘： 您好。2026年一季度，本行业务经营保持稳健，营收利润“双增”，实现营业收入352.77亿元，同比增长4.7%，实现净利润145.23亿元，同比增长3.0%。本行上半年报告预计将于8月中旬披露，届时请您关注相关公告。感谢您的关注。投资者： 贵行2024年7月公布上海职场回迁计划，媒体公开报道员工补偿款在离职时实际支付。请逐一回答：这笔补偿款在‘应付职工薪酬’附注中的哪个明细科目核算？在2024半年报～2026年一季报，历次报告中各是多少？为何历次财报中应付辞退福利金额均为100万元，请董秘明确答复。董秘： 您好，我行依法支付的补偿款，和工资薪金合并在“应付短期薪酬”列示，未单独披露，与同业做法一致。感谢您的关注。投资者： 贵行2024年7月宣布上海职场回迁深圳计划。请问截至目前，该计划涉及的人员变动情况如何，包括但不限于：回迁深圳、留任上海、主动离职、合同到期处理等各种类型的人员规模？请董秘明确答复。董秘： 您好。本行为加强管理，控制风险，强化协同，提升效率，近期在进行总行办公地点统筹管理，涉及到少量员工工作地点的变化调整。推进过程中，本行将确保业务稳健连续，过程合法合规，并在切实保障员工合法权益的基础上进一步加强人文关怀。感谢您的关注。投资者： 平安银行股还有没有继续挂牌的必要啊 请说明一下最近的业绩情况董秘： 您好。2026年一季度，本行实现营业收入352.77亿元，同比增长4.7%，实现净利润145.23亿元，同比增长3.0%；净息差1.79%，较去年同期下降4个基点，较去年全年上升1个基点；非利息净收入占比37.41%，同比上升5.01个百分点，财富管理、债券投资等业务的非利息净收入同比增长。感谢您的关注。当日关注点交易信息汇总：7月3日主力资金净流出6911.88万元，游资资金净流入2768.79万元，散户资金净流入4143.09万元。公司公告汇总：平安银行第十三届董事会第五次会议全票通过四项制度修订议案，包括董事会专门委员会工作细则、董事商业行为和道德守则、经营信息报告指引及ESG管理办法。交易信息汇总资金流向7月3日主力资金净流出6911.88万元；游资资金净流入2768.79万元；散户资金净流入4143.09万元。公司公告汇总董事会决议公告平安银行第十三届董事会第五次会议以书面传签方式召开，应参会董事12人，实到12人。会议全票审议通过《关于修订平安银行股份有限公司董事会专门委员会工作细则的议案》《关于修订〈平安银行股份有限公司董事与监事商业行为和道德守则〉的议案》并更名为《平安银行股份有限公司董事商业行为和道德守则》《关于修订〈平安银行股份有限公司经营信息报告指引〉的议案》以及《关于修订〈平安银行股份有限公司 ESG管理办法〉的议案》。以上内容为证券之星据公开信息整理，由AI算法生成（网信算备310104345710301240019号），仅供参考不构成投资建议。相关 ETF,证券之星,,2026-07-05 16:54:13,,,,,,,https://news.futunn.com/post/75543938?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71667017&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,000001,71663507,平安银行一分行被罚65万元，涉汽车金融业务管理不审慎等违规,,消费日报财经,,2026-07-05 12:14:00,,,,,,,https://news.futunn.com/post/75542528?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71663507&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,000001,71623809,多家银行重构权益体系，争夺AI产业客群,,城市金融网,,2026-07-03 11:30:00,,,,,,,https://news.futunn.com/post/75519732?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71623809&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,000001,71620168,【监管动态】江苏银行业保险业赶农时稳夏收金融力量护航粮食安全,,搜众财经,,2026-07-03 10:30:02,,,,,,,https://news.futunn.com/post/75517667?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71620168&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,000001,71616403,平安银行：近期进行总行办公地点统筹管理,,证券之星,,2026-07-03 09:42:47,,,,,,,https://news.futunn.com/post/75514990?futusource=news_web_stockpagenews&ns_stock_id=33333243184257&report_id=71616403&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:00
futu_news,600519,71682566,食品饮料ETF华夏（515170）连续四日获净申购，A股“高切低”带动白酒估值修复,截至7月6日，食品饮料ETF华夏(515170)连续四日获资金净申购。国泰海通证券分析称，当前白酒股息率和估值已具备一定吸引力，A股出现“高低切”，带动白酒估值修复；大众品复苏的态势明确，短期看4~5月消费高频数据回落叠加交易层面冲击已经得到较充分反应。万得显示，食品饮料ETF华夏(515170.SH)为跟踪中证细分食品饮料产业主题指数规模最大ETF，细分食品指数最新估值(PE-TTM)为19.0倍，位于近十年1.57%分位数，即估值低于近十年99%以上时间。细分食品指数兼顾“低估值”一线白酒龙头以及“复苏态势明确”的大众食品龙头。指数前十大成分股包括伊利股份、贵州茅台、五粮液、泸州老窖、海天味业、山西 汾酒、东鹏饮料、养元饮品、洋河 股份、安琪酵母，合计权重达71.00%，龙头集中度较高。,证券之星,,2026-07-06 02:03:35,,,,,,,https://news.futunn.com/post/75553099?futusource=news_web_stockpagenews&ns_stock_id=49649823542279&report_id=71682566&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:20
futu_news,600519,71662771,高盛喊话“白酒见底”，一线酒商苦笑：你管这叫复苏？,,微酒,,2026-07-05 11:28:30,,,,,,,https://news.futunn.com/post/75542253?futusource=news_web_stockpagenews&ns_stock_id=49649823542279&report_id=71662771&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:20
futu_news,600519,71662380,加仓面板、存储板块！6股获融资资金大幅净买入,,证券时报,,2026-07-05 11:06:00,,,,,,,https://news.futunn.com/post/75542142?futusource=news_web_stockpagenews&ns_stock_id=49649823542279&report_id=71662380&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:20
futu_news,600519,71660091,最值钱的资产是什么？,,陈九霖博士,,2026-07-05 09:09:01,,,,,,,https://news.futunn.com/post/75541434?futusource=news_web_stockpagenews&ns_stock_id=49649823542279&report_id=71660091&report_type=stock&src=43&stock_news_tab=news,2026-07-06 04:08:20
